,AAM (Approach-Avoidance),BDI (Beck Depression),BT (Bartle Types),CEST (Cognitive-Experiential),CMOA (Circumplex of Affect),CS (Clifton Strengths),DISC,DT4 (Dark Tetrad),DTM (Dark Triad),EM (Enneagram),EPM (Eysenck PEN),FFNI (Five-Factor Narcissism),FFNI-SF (Short Form),FSLS (Felder-Silverman Learning),FTM (Four Temperaments),GAD-7 (Anxiety),HEXACO,HSNS (Hypersensitive Narcissism),IPN (Interpersonal),MBTI,MCMI (Millon Clinical),MCMI-N (Narcissism),MMPI,MST (Motivational Systems),NARQ (Narcissistic Admiration/Rivalry),NPI (Narcissistic Personality),OCEAN (Big Five),PAPC,PCT (Personal Construct),PNI (Pathological Narcissism),RFT (Regulatory Focus),RIASEC (Holland Vocational),RIT (Rorschach Inkblot),SCID (DSM Structured Interview),SCM (Social-Cognitive),SDT (Self-Determination),16PF (Cattell),STBV (Schwartz Values),TAT (Thematic Apperception),TCI (Temperament & Character),TEI (Emotional Intelligence),TKI (Thomas-Kilmann Conflict),TMP (Triarchic Psychopathy),WAIS (Intelligence)
RIASEC (Holland Vocational),0.6350303469603621,0.6402022914216601,0.7243993156762611,0.7420754361844616,0.5607605726825128,0.8350661298803441,0.8064354886369142,0.6284154539406162,0.6140537110273738,0.5944074517248424,0.7431159956498622,0.7721326433439959,0.563982864075631,0.8882698822906376,0.7233774135479012,0.5432680397087185,0.8143829548057198,0.589609089596525,0.7179319822081995,0.8846444750827558,0.6285560696960255,0.731629628681577,0.699906197237763,0.6538347015383511,0.5223491599692117,0.7460741695860249,0.8573950924209494,0.6096098184868616,0.8710696115077515,0.7389625045925328,0.6395541434682942,0.999999999999999,0.6593222767781769,0.5273904213007724,0.8486642349146778,0.7730537111169116,0.8759317735369987,0.7866445441802141,0.5505466311827834,0.8509232632439113,0.6292717496735151,0.5337101937557621,0.7076117782259018,0.5374552718437577
RIT (Rorschach Inkblot),0.47549202684629477,0.5433977711545974,0.5103741024036954,0.5317596745942548,0.4876744512701584,0.6091360909919025,0.6063259824212777,0.43430515693449223,0.4182237837172869,0.5208116693010237,0.533479372112068,0.5844747234680114,0.3957088370666837,0.6949155065078059,0.5351585234563567,0.4327200178990379,0.5452991883189197,0.46134706475778137,0.5346436543716295,0.657609650391929,0.5528830156967025,0.5063631452535725,0.5242619415569466,0.4701042930885299,0.3579248085284321,0.5254811644655316,0.5778464223551416,0.609834077534381,0.6255918448887012,0.5615222060041014,0.47060662247371865,0.6593222767781769,0.9999999999999999,0.47867913092777825,0.6533952775112285,0.5641332219503353,0.6453096757336201,0.5647570201548346,0.4727237508160006,0.5703801757291316,0.5009949958095631,0.360507527362834,0.49679193362552193,0.507851367749211
SCID (DSM Structured Interview),0.5051423941897792,0.6879026818234383,0.3925110409776479,0.5010875183930998,0.4721539653943332,0.4811092284715365,0.52364730123859,0.5382082226669413,0.4990519701527212,0.47112967256216065,0.6365638357735632,0.6083049433742772,0.5352361640750141,0.5348687152399048,0.5403135562124269,0.6529577691099019,0.5375351865633123,0.6178515281177261,0.5436900061406921,0.5374700012291795,0.7833026190420477,0.5244860810410731,0.7679352531475996,0.646932861804731,0.4409933756293266,0.5434677137929343,0.5728119681763968,0.5229267161852326,0.5865573383003736,0.5804817075773692,0.4530629443244033,0.5273904213007724,0.47867913092777825,1.0000000000000004,0.6306308708297004,0.4963304377137162,0.5924089127265383,0.5162310851402311,0.44030655431375365,0.5856007069511848,0.4540844878819949,0.4319731269584564,0.5530287938626184,0.4099712389688288
SCM (Social-Cognitive),0.6867294193699154,0.7827758887866288,0.6865330875910245,0.7243967199558581,0.6987388556097717,0.8089007567839889,0.791495280051589,0.6719264923252486,0.6499188660293284,0.6310450138594215,0.8449157854604809,0.8204987308240251,0.6023498937683287,0.8205970210231028,0.8042701303003799,0.685193555199708,0.8064628174419908,0.7120065513498277,0.751057083153686,0.8406272138421319,0.7257026541849871,0.7561687393423772,0.8085058440698347,0.7680125413303327,0.5845649664830864,0.7330162521176912,0.86108840862295,0.6277161478485007,0.8564249644223171,0.7882173184662389,0.6331912845744624,0.8486642349146778,0.6533952775112285,0.6306308708297004,0.9999999999999994,0.7413952088958149,0.8923412089237597,0.7660689426168017,0.5987779511669519,0.8439002167950164,0.6500794128177151,0.6376866339105575,0.7855358430787617,0.50790087598957
SDT (Self-Determination),0.6095488650755841,0.5869177912921634,0.6318255744257979,0.6235914106235209,0.49866445469805276,0.7912498354984525,0.7613394722728222,0.56993312530354,0.5733999089250306,0.5435313990222055,0.6521154878668514,0.7450319550993203,0.5686409184791205,0.7131573544283152,0.6007143741576733,0.4636777202298511,0.7121919309504714,0.5819746047050351,0.6514298190361948,0.7218262728706096,0.5629319487851212,0.6761739003371636,0.5977354346194717,0.6412552131887702,0.5693044620948694,0.729685609815198,0.7559621024224558,0.5858543138381349,0.8509089629524944,0.6842099199257049,0.5959667124575111,0.7730537111169116,0.5641332219503353,0.4963304377137162,0.7413952088958149,0.9999999999999993,0.7860639609024234,0.8329298841342447,0.6347478673333432,0.7997807466325193,0.6452057260890013,0.5405250423953084,0.6325259179004321,0.4630265646927707
16PF (Cattell),0.708458424917387,0.7754019366660878,0.716275280278697,0.7360457927964672,0.6855185495893666,0.8079104246132882,0.8021281243618832,0.7081425865236883,0.6966114371971062,0.6504319158899026,0.8519880832603675,0.8745405342613236,0.656804699351491,0.8306260150089205,0.7985104116858412,0.6951341719175608,0.8734933709103704,0.7414009631757574,0.789097476925424,0.8744191600453872,0.7046581960595709,0.7777397946963748,0.8125641914463543,0.7138157575611005,0.6077442852557791,0.8057541053192334,0.9114331980395121,0.6228748784029329,0.8739457867144033,0.8214081509944773,0.6989886349614893,0.8759317735369987,0.6453096757336201,0.5924089127265383,0.8923412089237597,0.7860639609024234,1.0000000000000004,0.8513443956510661,0.5769873857930343,0.8977026091356214,0.6366663964218593,0.5608221968333033,0.8304459745165306,0.518675890775124
STBV (Schwartz Values),0.6450298935682584,0.6406453690524989,0.6347752567639168,0.6383490976784897,0.5455707600325438,0.7921958662289748,0.760481222291296,0.6313394300593881,0.6157101980004532,0.5628267463316543,0.7199105057028562,0.8167581989479624,0.6325267994388842,0.720396861970275,0.6478218625958335,0.49739129873377586,0.7820274074759005,0.6467626936213263,0.7279919941868673,0.7473007654346909,0.61433197997161,0.7552473635991628,0.6674745085595236,0.6468746203177167,0.6031651383866338,0.7978624310090193,0.8133697352499923,0.5676395197193694,0.8634615074481042,0.7842724826051773,0.6593312094555986,0.7866445441802141,0.5647570201548346,0.5162310851402311,0.7660689426168017,0.8329298841342447,0.8513443956510661,1.0000000000000004,0.5868715514208819,0.8591804381185155,0.6109178981370921,0.5227495519545254,0.6981769125083901,0.4348460751971087
TAT (Thematic Apperception),0.5019241442739725,0.5229450579287102,0.5656345125306477,0.41662347939802324,0.4072726975776617,0.6356251264417248,0.60695494430756,0.5368681459219208,0.5121746827849465,0.48690752573951646,0.527498238887038,0.6115575573861899,0.4768243057992979,0.4946361705322711,0.5174607880202355,0.41410443638041927,0.5395263702853943,0.49674273037431577,0.5920904535841489,0.5180715987155645,0.5131746776676915,0.5395307280806261,0.5181564842470111,0.501592163868227,0.5149397319859128,0.5913302987464806,0.5529347823317385,0.4414287606940837,0.6053108865223384,0.6114739306725647,0.481361677389024,0.5505466311827834,0.4727237508160006,0.44030655431375365,0.5987779511669519,0.6347478673333432,0.5769873857930343,0.5868715514208819,1.0,0.6001127512079066,0.4508928136920295,0.5799283666031795,0.5412523430714457,0.30080309729211496
TCI (Temperament & Character),0.7567325405007584,0.7472114033619165,0.6977964512358393,0.6721821496899465,0.58767558395713,0.8024312529971105,0.8149431217913241,0.6929618067046734,0.6803302189215374,0.6326881282365062,0.79723416877784,0.8536842661066774,0.6513245339745553,0.763196177185244,0.7423691320437235,0.6188834271697103,0.8453360359506056,0.6977609619764334,0.779155962552271,0.8151141349964698,0.7099027054501538,0.7603997823278528,0.7578812326969342,0.7231624176788771,0.6108910828235374,0.8075671660107924,0.8726929170300904,0.5756612774846425,0.8654915367778828,0.8226248389655784,0.6790333329455756,0.8509232632439113,0.5703801757291316,0.5856007069511848,0.8439002167950164,0.7997807466325193,0.8977026091356214,0.8591804381185155,0.6001127512079066,0.9999999999999986,0.6255090452425153,0.60037150338141,0.7832166394938828,0.4599448480722259
TEI (Emotional Intelligence),0.5159392422891408,0.5201991665720695,0.5467668214453971,0.5895096043996052,0.5265628324575748,0.6413500185999869,0.6129920258167763,0.48045198356083796,0.4975803950884708,0.5181117827763208,0.6018315721819351,0.584236085513817,0.4611279237874876,0.6301360917030873,0.542084791372274,0.44659114494438124,0.6296517887909024,0.5298763836349963,0.5092275151281604,0.6617368347719921,0.5355220368032774,0.5622465975206878,0.5434828177788579,0.6260164386163836,0.4416906663054747,0.5238573014467237,0.641364671109799,0.6034497678176899,0.7097034811022964,0.5482557720437476,0.45426779787421206,0.6292717496735151,0.5009949958095631,0.4540844878819949,0.6500794128177151,0.6452057260890013,0.6366663964218593,0.6109178981370921,0.4508928136920295,0.6255090452425153,0.9999999999999992,0.46004144987097584,0.504513191502461,0.43671872599051814
TKI (Thomas-Kilmann Conflict),0.5097963907083082,0.4794851401005564,0.451459441898555,0.3996992128676704,0.39258142747602404,0.5925371985544564,0.5900566707065351,0.4575894314441989,0.4553616773735834,0.42251490329471697,0.5410322808150754,0.5543064251966568,0.39288739938531,0.47645922372261545,0.49796590563759957,0.40663119805724557,0.5427014898617432,0.49625259586464543,0.5045496026607984,0.51339572366143,0.5152192165447359,0.48893125103662693,0.49407268407121313,0.5374894600757909,0.4080843983374464,0.5050562814021711,0.5640167729303619,0.3433170947302197,0.5835216453705268,0.5412880001182712,0.41977188081870637,0.5337101937557621,0.360507527362834,0.4319731269584564,0.6376866339105575,0.5405250423953084,0.5608221968333033,0.5227495519545254,0.5799283666031795,0.60037150338141,0.46004144987097584,0.999999999999999,0.5169243093394417,0.267469529115254
TMP (Triarchic Psychopathy),0.6433623442316916,0.7679256724435394,0.6583428366519531,0.5590061709660405,0.6213066694044477,0.6494654433799728,0.6623430251775495,0.7903750752544494,0.7693765207615743,0.5613913639926433,0.7493184929926663,0.814845854662145,0.6749338822924669,0.6258197606633251,0.7243529476970847,0.6056486054575698,0.7581444326915993,0.6748095838875738,0.7846580373661131,0.6889474712552235,0.6569751642317858,0.7166813769724043,0.7616272349591185,0.6369096166003888,0.6073390707119753,0.7620151494210969,0.7801700839808761,0.5006633075348899,0.6860659642428115,0.7947388817292433,0.5594653632824923,0.7076117782259018,0.49679193362552193,0.5530287938626184,0.7855358430787617,0.6325259179004321,0.8304459745165306,0.6981769125083901,0.5412523430714457,0.7832166394938828,0.504513191502461,0.5169243093394417,1.0000000000000009,0.3684408020890642
WAIS (Intelligence),0.3680031756951273,0.3979956512209847,0.38703064351896366,0.5089348543574751,0.3690390856151503,0.5064806014039201,0.48934333415226705,0.35161808672698014,0.34418729236324813,0.3893607637595834,0.41049373682204837,0.4362191367861226,0.30883560585951514,0.6307325430297936,0.37800292260675394,0.3476303548231262,0.4101359118933818,0.35252089722712643,0.3789077332939053,0.5524373484225767,0.40696042206159777,0.441051868553661,0.42090325047819516,0.42718954593122155,0.30115861221227896,0.39940392795673,0.4880771341466695,0.4642689325785455,0.5302533044103707,0.39767903323491294,0.4007663630660436,0.5374552718437577,0.507851367749211,0.4099712389688288,0.50790087598957,0.4630265646927707,0.518675890775124,0.4348460751971087,0.30080309729211496,0.4599448480722259,0.43671872599051814,0.267469529115254,0.3684408020890642,0.9999999999999997
